CODE_PCT,NOM_COMMERCIAL,PRIX_PUBLIC,TARIF_REFERENCE,CATEGORIE,DCI,AP
300595,RELAXIL  Amp inj 4mg 2ml Bt 6,4.965,4.962,I,THIOCOLCHICOSIDE,N
300509,THIOMED Amp inj 4mg/2ml Bt 6,6.35,4.962,I,THIOCOLCHICOSIDE,N
506393,KAYEXALATE Pdre or/rect 15gr/mes Bt 454gr  #,109.82,109.414,E,POLYSTYRENE SULFONATE DE NA,N
102822,FURADANTINE Gélule 50mg Bt 21,3.409,3.402,E,NITROFURANTOINE,N
106674,XATRAL Comp pell 2.5mg Bt 30,13.701,13.68,I,ALFUZOSINE,N
102000,XATRAL Comp LP 10mg Bt 30,64.325,33.78,I,ALFUZOSINE,N
107713,PERMIXON Gélule 160mg Bt 60,35.495,35.46,I,SERENOA REPENS,N
102865,NOVOMIX 30 FLEX-PEN  Susp Inj 100UI/ml Bt 5 stylo/3ml,80.069,80.065,V,INSULINE ANALOGUE : INSULINE ASPARTATE,O
570064,STALORAL DPT + DF  Coffret Traitement initial (3 Fl :10/100/300 IR),179.793,179.793,E,MELANGE ACARIENS DERMATOPHAGOIDES(PTERONYSSINUS+FARINAE),O
308493,ALLERGAMINE 0.5 mg/5 ml Sirop Fl 125ml,4.414,1.25,E,DEXCHLORPHENIRAMINE,N
300657,CIPRACTINE Comp 4mg Bt 30,5.39,5.1,E,CYPROHEPTADINE,N
307212,CIPTADINE 4mg Comp Enr Séc Bt 30,5.12,5.1,E,CYPROHEPTADINE,N
302655,"PROMETHAZINE Sirop 0,1% Fl 125ml",1.275,1.25,E,PROMETHAZINE,N
303565,PROMETHAZINE Comp 25mg Bt 20,2.12,2.12,E,PROMETHAZINE,N
300024,DENIR Sirop Fl 125ml,1.275,1.25,E,DEXCHLORPHENIRAMINE,N
306016,PRIMALAN Comp 5mg Bt 10,4.285,4.28,E,MEQUITAZINE,N
300221,ALLERGICA  Comp 10mg  Bt 20,7.63,5,E,CETIRIZINE,N
300370,VIRLIX Comp 10mg Bt 15,9.62,3.75,E,CETIRIZINE,N
300412,HISTADINE Comp 10mg Bt 15,5.82,4.215,E,LORATADINE,N
300220,ALLERGICA Sirop 0.1% Fl 150ml,9.335,6.3,E,CETIRIZINE,N
300306,ZYRTEC Comp 10mg Bt 15,11.725,3.75,E,CETIRIZINE,N
102703,"AERIUS Sirop 0,5mg/ml Fl 150ml",20.97,6.75,E,DESLORATADINE,N
300239,LORADINE Sirop 0.1% Fl 60ml,4.435,3.6,E,LORATADINE,N
300524,ALLERGICA  Comp 10mg Bt 10,5.49,2.5,E,CETIRIZINE,N
300922,CLAMOXYL DISPERSIBLE 500mg Comp Soluble Bt 12,8.74,3.612,E,AMOXICILLINE,N
307697,UNICAINE 1% Sol Inj  Bt 10/5ml,4.96,4.81,E,LIDOCAINE,N
307698,UNICAINE Sol Inj 2% Bt 10/5ml,6.12,5.44,E,LIDOCAINE,N
300011,ASPIRINE Comp 500mg Bt 20,3.5,2.52,E,ACIDE ACETYLSALICYLIQUE,N
309800,ASPIRINE pH8 Comp Bt 20,1.7,1.7,E,ACIDE ACETYLSALICYLIQUE,N
302717,PHENASPIRINE 1cg Suppo Bt 10,2.67,2.67,E,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,N
300923,PIRACET Sol Buv 20 % FL 125ml,10.63,10.625,I,PIRACETAM,N
307415,EFFERALGAN Comp Efferv 500mg Bt 16,3.6,2.112,E,PARACETAMOL,N
300552,EFFERALGAN  Comp Sec  500mg Bt 16,2.065,0.8,E,PARACETAMOL,N
300576,PANADOL Comp 500mg Bt 16,2.735,0.8,E,PARACETAMOL,N
102449,PERFALGAN Sol inj 10mg/ml Fl 100ml Bt 12,84.33,49.74,E,PARACETAMOL,N
300580,PANADOL 500 Comp  Bt 8,0.755,0.4,E,PARACETAMOL,N
302718,PHENASPIRINE 2cg Suppo Bt 10,2.58,2.58,E,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,N
302189,CEBASPIRINE Comp Ad. Bt 20,0.44,0.44,E,ACIDE ACETYLSALICYLIQUE+VITAMINE C+VITAMINE B1,N
308064,ANALGAN Suppo 170mg Bt 10,0.91,0.91,E,PARACETAMOL,N
307310,DOLEL 3% Sirop Pédiatrique Fl 90ml,1.17,1.17,E,PARACETAMOL,N
308501,EFFERALGAN Suppo Jeune Enf. 150mg Bt 10,3.015,2.27,E,PARACETAMOL,N
300310,DOLIPRANE Comp 500mg Bt 16,2.715,0.8,E,PARACETAMOL,N
300214,DOLIPRANE Gélule 500mg Bt 16,2.39,0.8,E,PARACETAMOL,N
308065,ANALGAN Suppo 80mg Bt 10,0.865,0.86,E,PARACETAMOL,N
300073,PARADOL Sol Buv 6.5% Fl 120ml,2.14,2.04,E,PARACETAMOL,N
300060,PARACETYL Pediatrique  3%   (ex PARADOL Pédiatrique ) Sol Buv Fl 90ml,2.886,1.8,E,PARACETAMOL,N
302210,VIGASPIR Comp Bt 20,2.94,2.94,E,PARACETAMOL+ACIDE ACETYLSALICYLIQUE+CODEINE,N
100080,ALGISEDAL Comp 400mg/25 mg Bt 16,3.24,3.232,E,CODEINE+PARACETAMOL,N
307416,EFFERALGAN VIT C Comp 330mg Bt 20,3.985,2.44,E,PARACETAMOL+VITAMINE C,N
300090,EFFERALGAN Suppo Gd Enf. 300mg Bt 10,3.43,2.77,E,PARACETAMOL,N
308500,EFFERALGAN Suppo 80mg Bt 10,2.38,0.86,E,PARACETAMOL,N
300091,EFFERALGAN Suppo 600mg Bt 10,3.785,3.46,E,PARACETAMOL,N
306028,ANALGAN Comp 500mg Bt 20,2.3,1,E,PARACETAMOL,N
307783,EFFERALGAN Pédiatrique Sol Buv  Fl 90ml,3.29,1.8,E,PARACETAMOL,N
300577,PANADOL EXTRA Comp  pell. Bt 16,4.335,2.096,E,PARACETAMOL+CAFEINE,N
300581,PANADOL EXTRA  Comp  Bt 8,1.05,1.048,E,PARACETAMOL+CAFEINE,N
101896,ACUPAN Amp inj 20mg Bt 5,7.2,6.04,E,NEFOPAM,N
502042,MORPHINE Fl inj 10mg/ml vrac,2.028,2.028,V,MORPHINE,N
300392,MP40 Pdre P P Inj 40mg Bt 1 +Solv/2ml,3.22,3.1,E,METHYLPREDNISOLONE,N
300510,TRAMADIS Sol inj 100mg/2ml Bt 5,9.96,8.44,E,TRAMADOL,N
300530,ASTRADOL 50 mg Gélule Bt 10 ( TRADOL ),3.765,3.15,E,TRAMADOL,N
300593,ASTRADOL L P ( EX TRADOL ) Comp  100mg Bt 10,7.71,7.71,E,TRAMADOL,N
300591,ASTRADOL 100mg/ml gttes.buv.fl/10 ml (ex TRADOL),7.87,7.87,E,TRAMADOL,N
300604,TRAMADIS Gélule 50mg Bt 10,4.64,3.15,E,TRAMADOL,N
300924,TALLIS Spray 1% FL 15ml,7.65,5.175,E,TERBINAFINE,N
101831,FRAKIDEX Collyre Fl 5ml,3.004,3,E,DEXAMETHASONE+FRAMYCETINE,N
307762,BENZOSEPT Collyre Fl 5ml,1.82,1.82,I,BENZODODECINIUM,N
300290,"VISIODIS Collyre 0,01% Fl 10ml",1.485,1.48,I,CETHOXINIUM,N
300578,DACUROSE Collyre Bt 10/10ml,4.2,2.49,I,ACIDE BORIQUE+BORATE DE SOUDE,N
307358,UNICROM Collyre 2% Fl 5ml,4.19,4.19,E,CROMOGLYCATE DE SODIUM,N
300300,LRJ Collyre Fl 10ml,8.74,8.74,E,PHENIRAMINE+TETRAHYDROZOLINE,N
100572,"NAAXIA Collyre 4,9%/Fl 5ml",6.216,6.175,E,ACIDE N-ACETYL-ASPARTYL-GLUTAMIQUE,N
300293,UNICROM OPHTADOSE Collyre 2% Bt 15,8.64,4.19,E,CROMOGLYCATE DE SODIUM,N
300254,"NORMOPTIC  Collyre 0,5% Fl 5ml",3.46,3.17,E,TIMOLOL,N
300404,"NORMOPTIC Collyre 0,25% Fl 5ml",3.26,3.12,E,TIMOLOL,N
300212,"TUNOLOL  0,25% Collyre Bt 15 Ophtadoses/0.45ml",5.225,5.22,E,TIMOLOL,N
300213,"TUNOLOL 0,5% Collyre  Bt 15 Ophtadoses/0.45ml",6.94,6.93,E,TIMOLOL,N
307129,"TUNOLOL  Collyre 0,25% Fl 5ml",3.12,3.12,E,TIMOLOL,N
307130,"TUNOLOL  Collyre 0,5% Fl 5ml",3.17,3.17,E,TIMOLOL,N
307773,DEXAMEX Collyre Fl 5ml,3.73,3.73,E,DEXAMETHASONE+NEOMYCINE,N
100570,"GEL LARMES  Gel opht 0,3% Tb 10gr",5.888,5.88,E,CARBOMERE,N
300421,DACUROSE Collyre Bt 20/10ml,4.985,4.98,I,ACIDE BORIQUE+BORATE DE SOUDE,N
101882,ALPHAGAN Collyre 0.2% Fl 5ml,21.06,15.785,E,BRIMONIDINE,N
300115,MYDRICOL Collyre 0.5% Fl 5ml,3.24,3.24,E,TROPICAMIDE,N
300012,PILOLOL Collyre Fl 5ml,9.39,9.39,E,PILOCARPINE+TIMOLOL,N
300608,NEOPHRINE Collyre 10% Fl 5ml,2,1.81,E,PHENYLEPHRINE,N
105038,INDOCOLLYRE Collyre Fl 5ml,4.304,4.3,E,INDOMETACINE,N
102400,LACRYVISC  Gel Opht  Tb 15gr,9.9,8.82,E,CARBOMERE,N
101948,CELLUVISC Collyre 4mg/0.4ml Bt 30 Fl Unidoses,5.491,5.49,E,CARMELLOSE,N
300168,VERMOX Comp 500mg Bt 1,1.89,1.89,E,MEBENDAZOLE,N
300195,VERMOX Comp 100mg Bt 6,2.525,2.52,E,MEBENDAZOLE,N
309053,FALOXIM Gelule 200mg Bt 16,24.44,24.4,E,CEFIXIME,N
300385,PYRANTIN Susp Buv 125mg Fl 15ml,2.36,2.355,E,PYRANTEL,N
107578,HELMINTOX Susp Or 125mg/2.5ml   Fl 15ml,2.556,2.355,E,PYRANTEL,N
300161,VERMOX Susp Buv Fl 30ml,4.53,4.53,E,MEBENDAZOLE,N
300164,Z ZOLE Susp Or 4gr/100ml Fl 10ml,4.455,4.1,E,ALBENDAZOLE,N
107738,HELMINTOX Comp sec 250mg Bt 3,2.828,2.826,E,PYRANTEL,N
309853,ALBUTOL Comp 2mg Bt 30,1.685,1.68,E,SALBUTAMOL,N
300194,SALBUTAMOL SIMED 2MG/5ML SIROP FL 150 ML (Ex ALBUTOL Sirop 2mg/5ml Fl 150ml),5.15,5.1,E,SALBUTAMOL,N
106972,BRICANYL LP Comp LP 5mg Bt 30,5.028,5.01,E,TERBUTALINE,N
300098,TERBUTALINE SIMED  Sirop 0.03% 1.5mg/5ml Fl 300ml (EX TALIN),9.66,9.6,E,TERBUTALINE,N
107804,DILATRANE Sirop 1% Fl 200ml,4.289,4.2,E,THEOPHYLLINE,N
300146,BRONCHOFYLLINE LP Comp Ret 300mg Bt 30,4.45,4.44,E,THEOPHYLLINE,N
300145,BRONCHOFYLLINE LP Comp Ret 200mg Bt 30,3.25,3.24,E,THEOPHYLLINE,N
100807,OZOTHINE DIPROPHYLLINE Suppo Enf Bt 10,2.895,2.89,E,ESSENCE DE TEREBENTHINE,N
101042,OZOTHINE DIPROPHYLLINE Suppo Ad Bt 10,4.28,4.28,E,ESSENCE DE TEREBENTHINE,N
309872,"TALIN Comp 2,5mg Bt 60",3.61,3.6,E,TERBUTALINE,N
308016,THEOPHYLLINE Suppo Ad. Bt 10,2.87,2.87,E,THEOPHYLLINE,N
309862,TEFANYL Comp 1mg Bt 60,11.79,11.76,E,KETOTIFENE,N
300123,KETIN  Sol Buv 0.2% Fl 150ml,5.165,5.1,E,KETOTIFENE,N
109707,MIFLASONE Gélule 400µgr/Dose Bt 60,21.793,21.78,E,BECLOMETASONE,N
109706,MIFLASONE Gélule 200µgr/Dose Bt 60,11.586,11.58,E,BECLOMETASONE,N
102062,ARAVA Comp pell 100mg Bt 3,92.222,92.22,E,LEFLUNOMIDE,O
102063,ARAVA Comp pell 20mg Bt 30,175.79,146.52,E,LEFLUNOMIDE,O
300925,PHILAZOLE SHAMPOOING 2% shamp Fl 100ml,15.31,14,E,KETOCONAZOLE,N
102556,COLCHICINE OPOCALCIUM Comp 1mg Bt 20,3.36,3.36,E,COLCHICINE,N
102371,ACTONEL Comp 35mg Bt 4,63.899,27.068,E,RISEDRONATE,O
102064,ARAVA Comp pell 10mg Bt 30,124.08,103.44,E,LEFLUNOMIDE,O
102873,PLAQUENIL Comp 200mg Bt 30,4.113,4.11,E,HYDROXYCHLOROQUINE,N
502442,MOSCONTIN Comp enr LP 60mg Bt 14,69.104,69.104,V,MORPHINE,N
502441,MOSCONTIN Comp enr LP 30mg Bt 14,35.154,35.154,V,MORPHINE,N
502444,MOSCONTIN Comp enr LP 200mg Bt 14,222.661,222.656,V,MORPHINE,N
502443,MOSCONTIN Comp enr LP 100mg Bt 14,110.036,110.036,V,MORPHINE,N
502440,MOSCONTIN Comp enr LP 10mg Bt 14,14.45,14.45,V,MORPHINE,N
101722,MEDROL Comp sec 4mg Bt 30,3.627,3.6,E,METHYLPREDNISOLONE,N
302204,PREDNISONE Comp 5mg Bt 30,7.42,5.94,E,PREDNISONE,N
309804,ORADEXAN Sol inj 4mg/ml Bt 10 amp,8.02,7.33,E,DEXAMETHASONE,N
308363,UNIDEX Amp inj 4mg/ml Bt 1vrac,0.924,0.733,E,DEXAMETHASONE,N
300393,MP20 Amp inj 20mg Bt 1+Solv/2ml,2.09,2.09,E,METHYLPREDNISOLONE,N
300295,METHACIN Suppo 50mg Bt 10,1.805,1.68,E,INDOMETACINE,N
306646,INDOCINE Suppo 50mg Bt 10,2.62,1.68,E,INDOMETACINE,N
300296,METHACIN Suppo 100mg Bt 10,3.17,3.17,E,INDOMETACINE,N
306645,INDOCINE Suppo 100mg Bt 10,4.48,3.17,E,INDOMETACINE,N
300584,KETOFEN Gélule 50mg Bt 24,4.575,3.528,E,KETOPROFENE,N
300585,KETOFEN Gélule 100mg Bt 30,12.47,12.45,E,KETOPROFENE,N
300074,DICLOPAL Suppo 100mg Bt 10,6.245,3.74,E,DICLOFENAC,N
106161,CORTEF Comp 10mg Bt 100,6.64,5.5,E,HYDROCORTISONE,N
300209,DEXAMEDIS Amp inj 1ml Bt 1,1.01,0.733,E,DEXAMETHASONE,N
101502,DIPROSTENE 7 mg/ml Susp inj 1ml Bt 1,5.55,5.55,E,BETAMETHASONE,N
300397,DEXAMEDIS FORT Sol inj 8mg/2ml Bt 1/2ml,1.57,1.25,E,DEXAMETHASONE,N
307792,UNIDEX Amp inj 4mg/ml Bt 10/1ml,7.335,7.33,E,DEXAMETHASONE,N
300222,DICLOREUM Sol inj 75mg/3ml Bt 5,3.24,3.24,E,DICLOFENAC,N
300358,APRANAX Comp 275mg Bt 30,9.175,6.48,E,NAPROXENE,N
307835,FLEXEN Suppo 100mg Bt 12,3.905,3.9,E,KETOPROFENE,N
100429,LIPANTHYL 160mg Comp Pell Bt 30,26.37,10.77,E,FENOFIBRATE,N
103672,LIPANOR Gélule 100mg Bt30,7.252,7.23,E,CIPROFIBRATE,N
300600,VASCOR  Comp enr sec 20mg Bt 30,33,14.16,E,SIMVASTATINE,N
300643,REDULIP Comp pell  sec 20mg Bt 30,31.305,14.16,E,SIMVASTATINE,N
300638,FLUCAZOLE  Gélule 150mg Bt 2,12.05,8.03,E,FLUCONAZOLE,N
300542,FLUCAZOLE  Gélule 150mg Bt 1,7.59,4.015,E,FLUCONAZOLE,N
300511,DIFLU 4 Gélule 150mg Bt 4,21.88,16.06,E,FLUCONAZOLE,N
309956,FLINZOL 150mg Gél. Bt 4 (ex FUNZOL Gélule 150mg Bt 4),18.48,16.06,E,FLUCONAZOLE,N
309969,FLINZOL 150mg Gél. Bt 2 (ex FUNZOL Gélule 150mg Bt 2),9.89,8.03,E,FLUCONAZOLE,N
300513,TERCYD Comp 250mg Bt 15,33.295,23.28,E,TERBINAFINE,N
300602,DIFLUCAN Gélule 150mg B/1,6.41,4.015,E,FLUCONAZOLE,N
300659,ZOVATIN Comp 20mg Bt 30,17.835,14.16,E,SIMVASTATINE,N
300599,VASCOR  Comp enr sec 10mg Bt 30,15.525,15.51,E,SIMVASTATINE,N
300658,ZOVATIN Comp 40mg Bt 30,24.385,19.05,E,SIMVASTATINE,N
300178,MI-DIABENYL Comp 2.5mg Bt 60,4.04,1.92,E,GLIBENCLAMIDE,N
300177,DIABENYL Comp 5mg Bt 20,2.47,1.32,E,GLIBENCLAMIDE,N
300589,DIFLUZOL Gélule 150mg B/4,18.48,16.06,E,FLUCONAZOLE,N
300411,DIFLUZOL Gélule 150mg Bt 1,5.64,4.015,E,FLUCONAZOLE,N
306600,GRISEOFULVINE Comp 250mg Bt 30,14.04,6.57,E,GRISEOFULVINE,N
307401,"NEURODOL  Gttes Buv 0,2% Fl 30ml",2.545,2.52,E,HALOPERIDOL,N
103479,LARGACTIL Amp inj 25mg 5ml Bt 5,2.082,2.08,E,CHLORPROMAZINE,N
100748,HALDOL Amp inj 5mg/ml Bt 5,1.617,1.615,E,HALOPERIDOL,N
100745,HALDOL Comp 1 mg Bt 40,1.718,1.68,E,HALOPERIDOL,N
307400,"NEURODOL FAIBLE Gttes Buv 0,05% Fl 30ml",1.495,1.47,E,HALOPERIDOL,N
307591,HALDOL Gttes Buv 0.2% Fl 15ml,2.23,1.26,E,HALOPERIDOL,N
103564,NEULEPTIL Gttes Buv 4% Fl 30ml,4.499,4.47,E,PROPERICIAZINE,N
101346,RISPERDAL Comp sec 2mg Bt 60,166.675,59.46,E,RISPERIDONE,O
102625,TRANXENE Gélule 10mg Bt 30,3.392,3.39,I,CLORAZEPATE DIPOTASSIQUE,N
307590,HALDOL Gttes Buv 0.05% Fl 30ml,1.815,1.47,E,HALOPERIDOL,N
103695,HALDOL DECANOAS Inj 50mg 1ml Bt 5,19.47,19.47,E,HALOPERIDOL,N
103696,HALDOL DECANOAS Inj IM 50mg 1ml Bt 1,5.015,3.894,E,HALOPERIDOL,N
100435,TIAPRIDAL Amp inj 100mg/2ml Bt 12,5.018,5.016,E,TIAPRIDE,N
100436,TIAPRIDAL Comp sec 100mg Bt 20,5.438,5.42,E,TIAPRIDE,N
100415,DOGMATIL FORT Comp sec 200mg Bt 12,9.75,8.916,E,SULPIRIDE,N
101817,CLOMIPRAMINE MERCK Comp 25mg Bt 50,6.702,6.7,E,CLOMIPRAMINE,N
102536,LYSANXIA Gttes Buv 1.5% Fl 20ml,5.545,5.54,I,PRAZEPAM,N
300242,LEXOMIL Comp Sec. 6mg Tb 30,11.98,3.36,I,BROMAZEPAM,N
101526,SURMONTIL Comp Sec 25mg Bt 50,3.135,3.1,E,TRIMIPRAMINE,N
100359,FLOXYFRAL Comp enr 100mg Bt 15,13.128,13.125,E,FLUVOXAMINE,N
108466,DEROXAT Comp pell Sec 20 mg Bt 14,33.515,9.352,E,PAROXETINE,N
300596,ROSAL Gélule 20mg Bt 30,27.435,24.66,E,FLUOXETINE,N
309802,PROZAC Gélule 20mg Bt 14,22.38,11.508,E,FLUOXETINE,N
303609,MEPROBAMATE Comp 400mg Bt 40,3.76,3.76,I,MEPROBAMATE,N
300642,DINALEXIN Gélule 20mg Bt 12,16.235,9.864,E,FLUOXETINE,N
101682,TERALITHE Comp 250mg Bt 100,3.237,3.2,E,LITHIUM CARBONATE,N
101425,TRIVASTAL RET Comp enr 50mg Bt 30,10.045,10.02,I,PIRIBEDIL,N
302682,"OXYTETRACYCLINE Pde opht 0,5% Tb 5gr",1.815,1.815,E,OXYTETRACYCLINE,N
307464,TANAKAN Sol Buv Fl 30ml,11.96,5.73,I,GINKGO BILOBA,N
307725,"UNIGENTA  Collyre 0,3% Fl 5ml",2.94,2.94,E,GENTAMICINE,N
107182,FUCITHALMIC Gel Opht 1% Tb 3gr,4.123,3.174,E,ACIDE FUSIDIQUE,N
300289,FLOXAMED Collyre 0.3% 5ml,4.6,4.6,E,NORFLOXACINE,N
302590,ORECYCLINE Pde opht 1% Tb 5gr,2.225,2.225,E,CHLORTETRACYCLINE,N
300546,CIPRO  Collyre 0.3% Fl 5ml,4.6,4.6,E,CIPROFLOXACINE,N
307724,NEOMYCINE UNIMED 0.35% collyre Fl 5ml,2.605,2.605,E,NEOMYCINE,N
102431,RIFAMYCINE Collyre 1% Fl 10ml,4.772,4.77,E,RIFAMYCINE,N
300415,"OFLOCOL 1,5mg/0,5ml Collyre monodose Bt 15 ophtadoses/0.5ml",7.81,7.8,E,OFLOXACINE,N
300188,TANAKAN Comp Bt 30,10.05,6.33,I,GINKGO BILOBA,N
308203,ERGOKOD Soluté Buv Fl 50ml (0.1%),6.895,6.85,I,DIHYDROERGOTOXINE,N
308134,PENTOXIPHAT LP 400mg Comp Enr Bt 24,9.33,9.312,I,PENTOXYFYLLINE,N
103701,PRAXILENE Comp pell 200mg Bt 20,5.915,5.9,I,NAFTIDROFURYL,N
107964,DESOMEDINE Collyre 0.1% Fl 10ml,4.76,4.76,I,HEXAMIDINE,N
307515,UNIPHRINE 0.5% Collyre Fl 5ml,1.45,1.45,I,BENZALKONIUM CHLORURE+BORATE DE SOUDE+SYNEPHRINE,N
102430,VIRGAN Gel Opht 0.15% Tb 5gr,15.287,15.285,E,GANCICLOVIR,N
102868,ZOVIRAX Pde Opht 3% Tb 4.5gr,11.185,11.183,E,ACICLOVIR,N
100999,MAXIDEX Collyre Fl 5ml,2.033,2.03,E,DEXAMETHASONE,N
300006,P.N.D Collyre  Fl 3 ml,3.07,2.442,E,DEXAMETHASONE+NEOMYCINE+POLYMYXINE B,N
300337,NEOPRED Collyre Fl 5ml,3.24,3.24,E,PREDNISOLONE+NEOMYCINE,N
300059,LIPANTHYL Gélule 300mg Bt 30,10.14,10.14,E,FENOFIBRATE,N
106988,SUCRAZIDE Comp 5mg Bt 30,2.338,2.31,E,GLIPIZIDE,N
300176,DIABENYL Comp 5mg Bt 100,9.895,6.6,E,GLIBENCLAMIDE,N
303830,GLIBENCLAMIDE Comp 5mg Bt  60,3.995,3.96,E,GLIBENCLAMIDE,N
306054,"GLIBENCLAMIDE Comp 2,5mg Bt 60",1.92,1.92,E,GLIBENCLAMIDE,N
108248,GLURENOR Comp enr 30mg Bt 40,6.011,6,E,GLIQUIDONE,N
307197,"HEMI-DAONIL Comp 2,5mg Bt 60",6.705,1.92,E,GLIBENCLAMIDE,N
307258,GLUCOPHAGE RETARD 850 MG   Comp Enr. Bt 60,9.78,5.22,E,METFORMINE,N
308138,FORMIDIAB Comp 850mg Bt 60,5.735,5.22,E,METFORMINE,N
309830,METFORAL Comp 850mg Bt 30,3.925,2.61,E,METFORMINE,N
103683,DEPO-MEDROL AMP INJ 80 MG  Necess Bt 1,5.181,5.181,E,METHYLPREDNISOLONE,N
106248,TAVER Comp 200mg Bt 50,2.489,2.45,V,CARBAMAZEPINE,N
103561,ANDROCUR Comp 50mg Bt 20,29.095,29.08,V,CYPROTERONE,N
107642,TAMIFEN Comp 10mg Bt 30,13.585,13.56,V,TAMOXIFENE,N
300564,CEBUTRAL Comp pell 400mg Bt 30,12.69,7.08,E,ACEBUTOLOL,N
102557,LASILIX RETARD Gélule 60mg Bt 30,4.539,4.53,E,FUROSEMIDE,N
303476,FUROSEMIDE Comp 40mg Bt 20,2.825,1.94,E,FUROSEMIDE,N
300529,FUROXEM Sol inj 20mg 2ml Bt 5,3.14,3.14,E,FUROSEMIDE,N
102332,ALDACTONE Comp 75mg Bt 30,19.825,16.53,E,SPIRONOLACTONE,N
300390,"ADEX Comp 2,5mg Bt 30",7.44,5.64,E,INDAPAMIDE,N
303202,CHLOROTHIAZIDE Comp Enrob 500mg Bt 20,3.15,3.14,E,CHLOROTHIAZIDE,N
101262,ALDALIX Gélule 20mg Bt 30,10.286,10.26,E,SPIRONOLACTONE+FUROSEMIDE,N
102159,ALDACTAZINE Comp 25mg Bt 30,10.902,10.89,E,SPIRONOLACTONE+ALTIZIDE,N
307251,ISOBAR Comp Bt 30,5.19,5.19,E,METHYCLOTHIAZIDE+TRIAMTERENE,N
107458,AMURETIC Comp Bt 20,3.152,3.14,E,AMILORIDE+HYDROCHLOROTHIAZIDE,N
300259,NORMOCARDIL Comp  uadri Sec 40mg Bt 45,5.03,4.995,E,PROPRANOLOL,N
307434,SECTRAL Comp 200mg Bt 20,6.24,3.46,E,ACEBUTOLOL,N
308131,CEBUTOL Comp Pell 400mg Bt 32,10.5,7.552,E,ACEBUTOLOL,N
307435,SECTRAL Comp 400 mg Bt 30,17.375,7.08,E,ACEBUTOLOL,N
100640,LACTEOL FORT Pdre/Susp Or Sachet Bt 10 sach,5.203,5.2,I,LACTOBACILLUS ACIDOPHILUS,N
102473,TIORFAN Nour Pdre oral Sachet  10mg Bt 16,22.44,11.648,I,RACECADOTRIL,N
300137,ACTAPULGITE Nour. Pdre/Susp Or 1gr Bt 20sach,3.75,3.74,I,ATTAPULGITE DE MORMOIRON ACTIVEE,N
300228,BEDELIX Pdre Susp Or 3 gr Bt 30sach,7.77,7.77,I,MONTMORILLONITE BEIDELLITIQUE,N
300138,ACTAPULGITE Enf et Ad Pdre/Susp Or 3gr Bt 16 sach,5.55,5.536,I,ATTAPULGITE DE MORMOIRON ACTIVEE,N
102798,SMECTA Sach Bt 30,7.735,7.71,I,DIOSMECTITE,N
300129,ULCEFIX Pdre Or Sach 1gr Bt 30,9.345,9.33,I,SUCRALFATE,N
506413,MICROPAQUE Susp Buv. Bidon 2L  #,109.344,108,E,BARYUM SULFATE,N
307095,TRICLOSAN Pdre us ext 1% Bt 80gr,3.2,3.2,I,TRICHLOCARBAN,N
102658,"SEBIPROX Schampooing 1,5% Fl 100ml",16.48,16.4,E,CICLOPIROXOLAMINE,N
300135,MYCOREX Lotion 1% Fl 30ml,4.205,4.2,E,CICLOPIROXOLAMINE,N
307679,MYCOSTER 1% spray sol Fl 30ml,11.045,4.2,E,CICLOPIROXOLAMINE,N
307558,TOMYCOSE Lotion 10mg Fl 25ml,5.475,2.7,E,TOLNAFTATE,N
306904,SPORILIM  Lotion Derm 10mg/ml (1%)Fl 30ml,3.245,3.24,E,TOLNAFTATE,N
307778,PEVARYL Spray Sol Ext. 1% Fl 30gr,7.54,5.52,E,ECONAZOLE,N
307319,PEVARYL Lait Derm 1% Fl 30ml,5.735,4.29,E,ECONAZOLE,N
300111,MYCODERME 1% Lait Derm Fl 30ml,6.75,4.29,E,ECONAZOLE,N
300339,FONGICIL  Lait derm 1% Fl 30ml,5.435,4.29,E,ECONAZOLE,N
308404,ECOREX Lotion 1% Fl 50ml,9.39,9.35,E,ECONAZOLE,N
102519,SYMBICORT TURBUHALER 400 µg / 12 µg pdre/inhalation bucc. FL 60 Doses,110.19,46.86,E,BUDESONIDE+FORMOTEROL,N
300807,"RONALIN 2,5mg comp.séc.b/30",10.485,8.01,E,BROMOCRIPTINE,N
300811,TALLIS 250mg comp.b/14,24.74,21.728,E,TERBINAFINE,N
300808,"CORTEMA 0,25% gel derm.t/30 g",4.11,4.11,E,FLUOCINONIDE,N
309031,ALLERGYFAST (ex FENADEX) 180mg Comp Pell Bt 15,8,7.995,E,FEXOFENADINE,N
309032,ALLERGYFAST (ex FENADEX) 120mg Comp Pell Bt 15,7.655,7.65,E,FEXOFENADINE,N
307706,ECOREX 1% Spray Sol Fl 30gr,5.545,5.52,E,ECONAZOLE,N
307772,"DERMOSALIC  Lotion 0,05% Fl 30gr",5.185,5.16,E,BETAMETHASONE+ACIDE SALICYLIQUE,N
300381,"VALECORT NEO Lotion 0,1% Fl 15gr",3.325,3.315,E,BETAMETHASONE+NEOMYCINE,N
300379,"VALECORT Lotion 0,1% Fl 15gr",2.9,2.895,E,BETAMETHASONE,N
300110,CORTEMA  Lotion Derm. 0.01%  Fl 30ml,3.78,3.78,E,FLUOCINONIDE,N
